Category,Keyword,Web_Page_URL,Tweet_Website,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Tweet_Image_URL,Tweet_Video_URL,Tweet_AD,Tweet_Number_of_Reviews,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/Sanju_Verma_/status/1699458013848043530,Sanju VermaSanju VermaReload,https://twitter.com/Sanju_Verma_,2023-09-06,"Exposing shoddy I.N.D.I.Alliance & hinduphobic bigotry of CONgis like #PriyankKharge,who under garb of casteless society are fanning communal passion,with such irresponsible remarks against #SanatanDharmaAs expected,the Cat has got Rahul Gandhi's tongue#BharatVsIndia #Bharath",,https://twitter.com/Sanju_Verma_/status/1699458013848043530,False,6,65,158,"3,636"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/kpbrindareddy/status/1699477710605881584,K.P.Brinda Reddy,https://twitter.com/kpbrindareddy,2023-09-06,Good night  #ThalapathyVijay #wednesdaythought #Tamil #PEPTJudgement #BharatVsIndia #AFGvsSL #PAKvBAN #Chennai #ICCWorldCup2023 #Sophie#MotoG54 #Vijay #BhumiPednekar #abayas #bluehorizon #RamyaDivyaSpandana #HareemShah #Krishna #Krishnashtami #KrishnaJanmastami… Show more,https://pbs.twimg.com/media/F5XB9wLWkAEihkV?format=jpg&name=small,https://twitter.com/kpbrindareddy/status/1699477710605881584,False,53,10,164,"1,875"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/Ruby_yadav01/status/1699339064217141425,Ruby YadavReload,https://twitter.com/Ruby_yadav01,2023-09-06,Love till  Cricket God Kohli#ViratKohli #Cricket #INDvsPAK #KrishnaJanmashtami #WorldCup #BharatVsIndia  #AbhIya #Abhisha #Elvisha #G20Summit #hindu #Rashid #Jawan GRACIOUS PRIYANKA CHAHAR #PAKvBAN #Pakistan #PMModi  #DefenceDay #AsiaCup #भारत #AFGvSL #Delhi #Priyanka,,https://twitter.com/Ruby_yadav01/status/1699339064217141425,False,,5,12,"3,043"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/iChaukhambha/status/1699351450030412142,Chaukhambha,https://twitter.com/iChaukhambha,2023-09-06,"We are always committed to the authenticity & trueness of terms used. Since past few years our major English publications are using the term ""Bharat"" and Hindi Publications already use it since inception. Terming a nation what it already was should not be subdued. #BharatVsIndia",https://pbs.twimg.com/media/F5VPILwXMAAE7y5?format=jpg&name=360x360;https://pbs.twimg.com/media/F5VPIfEXkAA-Ane?format=jpg&name=small;https://pbs.twimg.com/media/F5VPItVXYAE8LhI?format=jpg&name=small,https://twitter.com/iChaukhambha/status/1699351450030412142,False,1,8,46,"2,738"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/HaikuInc_/status/1680271452820340742/,"Haiku, Inc.",https://twitter.com/HaikuInc_,,"The flexibility to practice cybersecurity skills at your own pace!“They said I should be more lady-like.  So I hacked their network and put up a picture of Jessica Rabbit.  Ultimately I decided to turn my hobby into a career - now I'm kinda rich.  Thanks, World of Haiku.""",https://pbs.twimg.com/media/FrNSjBtWYAAlycg?format=jpg&name=small,https://twitter.com/HaikuInc_/status/1680271452820340742/,True,88,153,454,3.4M
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/mrunfilteredd/status/1699397094195487203,Puneet MalhotraReload,https://twitter.com/mrunfilteredd,2023-09-06,""" President Of Bharat "" India Name Changed Bharat | भारत  #trending #BharatVsIndia #IndiaThatIsBharat #Bharat #BharatMataKiJai",,https://twitter.com/mrunfilteredd/status/1699397094195487203,False,3,2,6,"1,839"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/SayyedTohied/status/1699303412029145109,Ts_TohiedReload,https://twitter.com/SayyedTohied,2023-09-06,"Video From WhatsApp University What happened, where did everyone reach from? And with #Blessings Proud Boys Sixers king Kohli is still the same.#Bharath #BharatVsIndia #BoycottJawanMovie #KrishnaJanmashtami #Bramayugam #TejRan #FitnessMantras #optimism #ShahRuhKhan",,https://twitter.com/SayyedTohied/status/1699303412029145109,False,3,9,37,14K
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/ManOfCases/status/1700203145597694047,Sowmya ,https://twitter.com/ManOfCases,2023-09-08,India name Bharat గా మారిస్తే ఏంటిBharat name ni మళ్ళీ India గా మారిస్తే ఏంటిYCP వాళ్ళు మన జాతీయ జెండా రంగులు మారుస్తూనే ఉంటారు #BharatVsIndia,https://pbs.twimg.com/media/F5hVwCCaMAAcVFS?format=jpg&name=small,https://twitter.com/ManOfCases/status/1700203145597694047,False,,23,73,"1,231"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/Aesthetetaste/status/1699316091728846858,ClinchCraftReload,https://twitter.com/Aesthetetaste,2023-09-06,"Happy #Janmashtami The spirit of Shri Krishna, color your homes with love and light#BharatVsIndia #PakvsBan #ShehnaazGill Ram Mandir Shocking #DivyaSpandana #Metamask #TejRan #G20Summit2023 #MotoG54 #Ashoka #Blessings #BoycottJawanMovie #visa #Mathura #salem Samson #ISKCON",,https://twitter.com/Aesthetetaste/status/1699316091728846858,False,1,4,22,"6,482"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/marineravin/status/1699239252754625018,☭ avin ☭,https://twitter.com/marineravin,2023-09-06,"If Bharata is based on King Bharat, how come it became “Bharat mata”? It should be Bharat Pita no?? #BharatVsIndia",,https://twitter.com/marineravin/status/1699239252754625018,False,5,7,45,"2,745"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/ghoshi_manjeet/status/1699329470182883826,Manjeet Singh GhoshiReload,https://twitter.com/ghoshi_manjeet,2023-09-06,"Lalu Yadav Ji had already told , what is the difference between INDIA and Bharat This is better then Godi media and Andhbhakt #IndiaThatIsBharat #BharatVsIndia #Bharat #ModiDisasterForIndia",,https://twitter.com/ghoshi_manjeet/status/1699329470182883826,False,3,15,73,"6,523"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/deorashripal92/status/1699347551647076416,Shripal Singh DeoraReload,https://twitter.com/deorashripal92,2023-09-06,"By changing the names of the British, they are eliminating the symbols of slavery.#BharatVsIndia #Blessings #Bharath #yagmur #BharatMandapam #KrishnaJanmashtami #CWC23 #FitnessMantras  #BoycottJawanMovie #Metamask #TeJran #KushaKapila jay shah",,https://twitter.com/deorashripal92/status/1699347551647076416,False,,2,4,"1,517"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/Vyas_108/status/1699658364098101338,VyasReload,https://twitter.com/Vyas_108,2023-09-07,#Arrest_Udayanidhi Proud to be Sanatani Entire world is accepting greatness of Sanatan dharma. Unfortunately few people are blind folded by their Vested Interest of power hunger. #BharatVsIndia Bharat,,https://twitter.com/Vyas_108/status/1699658364098101338,False,1,12,18,970
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/sa8ypr/status/1699363167284203802,Satya Prakash ReloadReload,https://twitter.com/sa8ypr,2023-09-06,Who is responsible for killing those six Cheetah? Godi media has flashed one name throughout the day.#BharatVsIndia,,https://twitter.com/sa8ypr/status/1699363167284203802,False,,3,3,219
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/RealHeroesFC1/status/1699390888689238154,RealHeroesFCReload,https://twitter.com/RealHeroesFC1,2023-09-06,"This video is from Pakistan, this is how teachings are being given. That's why she loses every time. #PakistanDefeatDay#ScholarshipsbyJGU#PAKvBAN #SanchiFirstSolarCity #BharatVsIndia संसद भवन #bluehorizonTAEHYUNG ON YOU QUIZ #श्रीकृष्ण_जन्माष्टमी  Lahore A. 6.78 Nupur Rajdeep",,https://twitter.com/RealHeroesFC1/status/1699390888689238154,False,1,5,6,"2,290"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/Bhushan__89/status/1699287846946033920,Bhushan,https://twitter.com/Bhushan__89,2023-09-06,"Jawaharlal Nehru signing in the Constitution of India. The Constitution of India began with the words "" We The People of India "". And Article one of the Constitution stated : “India, that is Bharat, shall be a Union of States.”#Bharat #भारत #Article1 #BharatVsIndia",https://pbs.twimg.com/media/F5UVSjtbMAAuoLB?format=jpg&name=small,https://twitter.com/Bhushan__89/status/1699287846946033920,False,2,14,15,477
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/UMAM58135481/status/1699656051132633314,UMA M,https://twitter.com/UMAM58135481,2023-09-07,"""Bharat Isn't Banned""The word India was Introduced by the European rulers but Bharat has a greater Meaning observed..BJP National Secretary Shri Y @satyakumar_y garu On the occasion of krishanastami Cultural Program held at guntur on 6th sep #BharatVsIndia",https://pbs.twimg.com/media/F5ZkKqDXgAAHDle?format=jpg&name=900x900;https://pbs.twimg.com/media/F5ZkK6SXgAAAXfl?format=jpg&name=small,https://twitter.com/UMAM58135481/status/1699656051132633314,False,,15,18,172
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/VishrutGup23755/status/1699348173217530110,Mr. Trender,https://twitter.com/VishrutGup23755,2023-09-06,"#Bharat the face of glory covered during British rule, Now, it time for wake up...............  #BharatVsIndia #KrishnaJanmashtami #ParineetiChopra #ThankYouForComing #PAKvBAN #Mammootty #FitnessMantras #Bramayugam #optimism #G20SummitDelhi #Metamask #Visa #LakeShow #DWCS #Cubs",,https://twitter.com/VishrutGup23755/status/1699348173217530110,False,,1,8,"1,488"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/KarimLiyakat/status/1699316136632844681,karim,https://twitter.com/KarimLiyakat,2023-09-06,"A program on G20 presidency was organised at Boys Degree College, Anantnag. Local artists & students participated & performed cultural programs. #MotoG54 #BoycottJawanMovie #BharatVsIndia #KrishnaJanmashtami2023 #26YrsOfRivetingSuriyaism #CaptureYourOwnStory #Bharath @drzaif",,https://twitter.com/KarimLiyakat/status/1699316136632844681,False,,1,4,394
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/UltaKhel/status/1699387318615068763,Chaya Sharma,https://twitter.com/UltaKhel,2023-09-06,Even Modiji is with I.N.D.I.A alliance#UPYogiSarkar #IndiaThatIsBharat#Bharath #ManishaRani #Jawan #PAKvBAN #BharatVsIndia #ThankYouForComingTrailer,,https://twitter.com/UltaKhel/status/1699387318615068763,False,1,1,5,"1,170"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/AASHIKismyname/status/1700033264793358791,𝐀𝐀𝐒𝐇𝐈𝐊 ,https://twitter.com/AASHIKismyname,2023-09-08,"""Whether you buy petrol at Bharat Petroleum or Indian Oil, the price is the same."" : @Pawankhera #BharatVsIndia#INDIAAlliance #BharatJodoYatraContinues",,https://twitter.com/AASHIKismyname/status/1700033264793358791,False,,35,46,457
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/HaikuInc_/status/1680271452786896897/,"Haiku, Inc.",https://twitter.com/HaikuInc_,,Ready to make six figures in a new career in cybersecurity - but don't know where to start? 5 out of 30 college students switched to a cybersecurity major after playing Haiku. 24% average increase in cybersecurity skills after 70 minutes of game immersion.Click to begin.,https://pbs.twimg.com/media/FrNSW_pXgBw7-At?format=jpg&name=small,https://twitter.com/HaikuInc_/status/1680271452786896897/,True,87,172,485,1.8M
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/SriSamavedam/status/1700405532946043180,Sri Samavedam Shanmukha Sarma,https://twitter.com/SriSamavedam,2023-09-09,"అసలు పేరులో ఆత్మీయత.. @SriSamavedam గారు మన దేశం పేరు ""భారత్"" గా మార్చాలనే ఆక్షాంక్ష్ తో 2019 ఆగస్టులో వ్రాసిన ఋషిపీఠం సంపాదకీయం. #BharatVsIndia #Bharat",https://pbs.twimg.com/media/F5kN0hOa4AAUtO-?format=jpg&name=360x360,https://twitter.com/SriSamavedam/status/1700405532946043180,False,,44,150,"3,242"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/Rafi_mohammed1/status/1699617215992250386,Mohammed Rafi,https://twitter.com/Rafi_mohammed1,2023-09-07,Excellent roasting by @Ashutoshujjwall Sir!!#Bharat#BharatVsIndia #IndiaThatIsBharat,,https://twitter.com/Rafi_mohammed1/status/1699617215992250386,False,1,10,8,364
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/DeviPrasadRao8/status/1699227377035800891,Devi Prasad Rao ,https://twitter.com/DeviPrasadRao8,2023-09-06,"Commies must call for a ""Bharat Bandh"" to protest name change from India to Bharat!If you don't see the irony & humour, you're a Commie at heart!#BharatVsIndia",,https://twitter.com/DeviPrasadRao8/status/1699227377035800891,False,6,6,41,"1,187"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/anu_sud/status/1699478428976832977,anu,https://twitter.com/anu_sud,2023-09-06,When people came to know about changing the name India to Bharat.#BharatVsIndia #Bharat,,https://twitter.com/anu_sud/status/1699478428976832977,False,,3,1,238
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/OnDeckSports/status/1666432357753139200/,On Deck Sports,https://twitter.com/OnDeckSports,,"Our NEW Universal Batting Cage is here! Perfect for schools, backyards & more! Most versatile cage on the market Includes piping, netting, and install kits Customizable ground sleeves",https://pbs.twimg.com/media/FxZ61RtX0AAy-yf?format=jpg&name=small;https://pbs.twimg.com/media/Fxda0sBWIAMyMST?format=jpg&name=small;https://pbs.twimg.com/media/FxdcZwiXsAAPNPr?format=jpg&name=small,https://twitter.com/OnDeckSports/status/1666432357753139200/,True,35,30,124,1.5M
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/Rafi_mohammed1/status/1699617215992250386,Mohammed RafiReload,https://twitter.com/Rafi_mohammed1,2023-09-07,Excellent roasting by @Ashutoshujjwall Sir!!#Bharat#BharatVsIndia #IndiaThatIsBharat,,https://twitter.com/Rafi_mohammed1/status/1699617215992250386,False,1,10,8,364
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/anu_sud/status/1699478428976832977,anuReload,https://twitter.com/anu_sud,2023-09-06,When people came to know about changing the name India to Bharat.#BharatVsIndia #Bharat,,https://twitter.com/anu_sud/status/1699478428976832977,False,,3,1,238
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/Viraatjee/status/1699118684990759171,Viraat JeeAnshul Pandey,https://twitter.com/Viraatjee,2023-09-05,That's it. It's Bharath.#Bharath #Bharathiya_Culture_Matters #BharatVsIndia,https://pbs.twimg.com/media/F5R7cIEaYAAkxkE?format=jpg&name=small;https://pbs.twimg.com/ext_tw_video_thumb/1699001980075769856/pu/img/baFgWZRmMYasnLxk?format=jpg&name=120x120,https://twitter.com/Viraatjee/status/1699118684990759171,False,,2,5,307
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/sudhguruspeaks/status/1699028154160128143,SudhGuru ಹೆಗ್ಡೆ ಭಟ್ಟ  ,https://twitter.com/sudhguruspeaks,2023-09-05,"Adikavi Pampa wrote Pampa Bharatha, Kumaravyasa wrote Gadugina Bharatha...there are hundreds of references to Bharatha in Kannada literature from the last thousand years, but zero references to India #BHARATvsINDIA #Kannada",,https://twitter.com/sudhguruspeaks/status/1699028154160128143,False,5,4,21,"1,288"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/Srinivas8187/status/1699313121725497544,Srinivas ChintalaReload,https://twitter.com/Srinivas8187,2023-09-06,#BharatVsIndiaThe Prime Minister Of Bharat’Another Official Document of the Central Govt mentions the nation as BHARAT instead of India.PM of Bharat #NarendraModi will visit #Indonesia’s capital #Jakarta on September  to attend the #ASEAN-India and East Asia summits.,,https://twitter.com/Srinivas8187/status/1699313121725497544,False,,1,5,596
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/jiivacbe/status/1699276493011243382,கோவை ஜீவா,https://twitter.com/jiivacbe,2023-09-06,பாரதமோ இந்தியாவோ எங்களுக்கு எந்த கவலையும் இல்லை. ஏன்னா எங்களுக்குனு தமிழ்நாடு இருக்கு.#BharatVsIndia நகி #தமிழ்நாடு போதும் .,https://pbs.twimg.com/media/F5UK9txbQAAEgMP?format=jpg&name=small,https://twitter.com/jiivacbe/status/1699276493011243382,False,5,27,90,"3,414"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/Isandeepkverma/status/1699354542369067068,Sandeep Verma,https://twitter.com/Isandeepkverma,2023-09-06,"Those who invaded our country fr years, even after tht we were generous enough to let them settle here, r now teaching us today what we should call our country. And this is when they don't even consider this their motherland as their ugly book tells them not to.#BharatVsIndia",,https://twitter.com/Isandeepkverma/status/1699354542369067068,False,2,13,25,778
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/kpbrindareddy/status/1699469694573634020,K.P.Brinda ReddyReload,https://twitter.com/kpbrindareddy,2023-09-06,What an attitude  #ThalapathyVijay #Tamil #PEPTJudgement #BharatVsIndia #AFGvsSL #PAKvBAN #Chennai #ICCWorldCup2023 #Sophie#MotoG54 #Vijay #BhumiPednekar #abayas #bluehorizon #RamyaDivyaSpandana #HareemShah #Krishna #Krishnashtami #KrishnaJanmastami #KrishnaJayanthi… Show more,,https://twitter.com/kpbrindareddy/status/1699469694573634020,False,9,2,43,"1,275"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/DebashishHiTs/status/1699308354672443539,Debashish Sarkar Reload,https://twitter.com/DebashishHiTs,2023-09-06,A lot of untaught #history is coming out in #SupremeCourt during the arguments on Article 370. Listen to Adv Rakesh Dewivedi. The video is  must watch  for all. The 1947 war between India and Pakistan in which Lord Mountbatten was leading war... #BharatBananaHai #BharatVsIndia,,https://twitter.com/DebashishHiTs/status/1699308354672443539,False,2,9,23,"2,496"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/INCVivekSingh/status/1699364393547661748,विवेक सिंह नेताजीReload,https://twitter.com/INCVivekSingh,2023-09-06,"#IndiaThatIsBharat#Modi ji is having trouble with the name #India, now he is renaming it #Bharat.The whole world is laughing at you today.There is no problem if you hate us and our ideology But don't hate India, don't hate #Indian.Shri @Pawankhera ji#BharatVsIndia",,https://twitter.com/INCVivekSingh/status/1699364393547661748,False,7,9,18,"5,045"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/SubbaRaoTN/status/1700021856018002138,Subba Rao,https://twitter.com/SubbaRaoTN,2023-09-08,"The moment MODI ji announced his decision to re-name our great COUNTRY as "" BHARAT "", the CONGI COWARD imbecile PAPPU vanished to EUROPE....The DOTTED ALLIANCE party seems to be SINKING....fasterPAPPU is like a RAT fleeing a Sinking Ship...#BharatVsIndia",,https://twitter.com/SubbaRaoTN/status/1700021856018002138,False,9,23,84,834
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/newslaundry/status/1700373470855766030,newslaundry,https://twitter.com/newslaundry,2023-09-09,"If it’s not to be Aryavarta or Mahabharat, what about Akhand Bharat? Why go for Bharat? After all, that is hardly a new name for the land that it will describe.@GorwayGlobal weighs in on the #BharatVsIndia debate.",https://pbs.twimg.com/card_img/1700125363513200640/ssgqhNbi?format=jpg&name=small,https://twitter.com/newslaundry/status/1700373470855766030,False,,6,15,"2,554"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/azharrrrrr47/status/1700840369464942826,AzhaRReload,https://twitter.com/azharrrrrr47,2023-09-10,mission MP #RahulGandhi #Congress #BharatVsIndia #congressmp #Mission2023,,https://twitter.com/azharrrrrr47/status/1700840369464942826,False,,,1,8
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/SevadalJMMU/status/1699348583450083655,Jammu Congress Sevadal,https://twitter.com/SevadalJMMU,2023-09-06,Rahul Gandhi is a Game Changer whereas Narendra Modi is the Name Changer.  #BharatVsIndia,,https://twitter.com/SevadalJMMU/status/1699348583450083655,False,,10,9,103
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/Shopping_Tools/status/1699785084055007332/,OnlineShoppingTools,https://twitter.com/Shopping_Tools,,"""Prime is now $179, but few know this saving hack.Think you're getting the best deal when you shop online? Don't buy a single thing until you try this - you won't regret it.""",https://pbs.twimg.com/media/F3FwV9KW0AANLMY?format=png&name=small,https://twitter.com/Shopping_Tools/status/1699785084055007332/,True,,1,18,23.3K
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/IndoGeoPolitics/status/1700737991059374092,GeoPoliticsReload,https://twitter.com/IndoGeoPolitics,2023-09-10,(3/3)#BharatVsIndia#Bharath#SanatanaDharma#Jambudweep#Bharatvarsh#BreakIndia forces once destroyed fully will result in RISE of #Civilization state called #Jambudweep across #Eurasia(#Pinaka_Bharat)(#Pinaka_bablu)(3/3),,https://twitter.com/IndoGeoPolitics/status/1700737991059374092,False,1,,,16
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/newslaundry/status/1700713203963969909,newslaundry,https://twitter.com/newslaundry,2023-09-10,"If it’s not to be Aryavarta or Mahabharat, what about Akhand Bharat? Why go for Bharat? After all, that is hardly a new name for the land that it will describe.@GorwayGlobal weighs in on the #BharatVsIndia debate.",https://pbs.twimg.com/card_img/1700125363513200640/ssgqhNbi?format=jpg&name=small,https://twitter.com/newslaundry/status/1700713203963969909,False,,2,9,"2,330"
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/kpbrindareddy/status/1699458035205476502,K.P.Brinda ReddyReload,https://twitter.com/kpbrindareddy,2023-09-06,Culture is the greatest wealth. Degree is the pieces of paper only. This is #humanity  #BharatVsIndia #DivyaSpandana #captureyourownstory #MotoG54 #KrishnaJanmashtami #PAKvBAN #TeJran #BoycottJawanMovie #PEPTJudgement #जादूगर_साहब_एक_लाख_नौकरी_दो #Chennai #teaser… Show more,,https://twitter.com/kpbrindareddy/status/1699458035205476502,False,12,6,61,931
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/BhavikaKapoor5/status/1699163163571405199,Bhavika Kapoor ,https://twitter.com/BhavikaKapoor5,2023-09-05,#BharatVsIndia Who launched below schemes? : - Make in India - Start up India - Skill India - Digital India - Khelo India - India International Skill Centres (IISCs)- India Institute of Skills (IISs),,https://twitter.com/BhavikaKapoor5/status/1699163163571405199,False,40,120,326,14.5K
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/ModulaUS/status/1697320857704464444/,Modula,https://twitter.com/ModulaUS,,Warehouse KPIs to Track & Measure Performance (Including Formulas): https://modula.us/blog/warehouse-kpi/?utm_source=twitter&utm_medium=cc&utm_campaign=blog&twclid=2qp86kgy47c92r3el91qf2mue…#ModulaUSA #StorageSystems,https://pbs.twimg.com/card_img/1699857660781182976/ejKHzNVq?format=jpg&name=small,https://twitter.com/ModulaUS/status/1697320857704464444/,True,2,3,15,21.4K
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/theilliteratex/status/1699414961913741615,The illiterate XReload,https://twitter.com/theilliteratex,2023-09-06,"#BharatVsIndiaIt is hereby proved that the opposition speaks ""कुछ भी"" in Bharat",,https://twitter.com/theilliteratex/status/1699414961913741615,False,,1,2,333
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/ShahinAshraff/status/1699077270059577581,Shahin,https://twitter.com/ShahinAshraff,2023-09-05,"After enduring 80 & 44 yrs of respective disgrace, @SrBachchan and @virendersehwag are finally at peace after their master, in a single magical stroke, removed their lifelong scourge today.#BharatVsIndia",,https://twitter.com/ShahinAshraff/status/1699077270059577581,False,,,,184
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/FriendlyMony/status/1699412665402376252,FriendlyMony,https://twitter.com/FriendlyMony,2023-09-06,Check out FREE Dating App-FriendlyMonyFREE chat & video calls with unlimited MatchDown:http://bit.ly/3f1g54w Web:http://friendlymony.com#FriendlyMony #DatingApp #JawanTsunamiTomorrow #BoycottJawanMovie #AFGvsSL #BharatVsIndia #Bharat #Bharath #G20SummitDelhi #bluehorizon,https://pbs.twimg.com/media/F5WGzfpWIAAbgQN?format=jpg&name=900x900,https://twitter.com/FriendlyMony/status/1699412665402376252,False,,2,3,639
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/SaffronDelhite/status/1699344983084659199,Raman 𝕏,https://twitter.com/SaffronDelhite,2023-09-06,"Why, Antonia Maino, who reluctantly got Indian Citizenship (after 16 years of her Stay in BHARAT) need to be consulted?#भारत #BharatVsIndia""Convened Without Consultation"": Sonia Gandhi To PM On Parliament Session",https://pbs.twimg.com/card_img/1699341376125620224/kifkbJ5N?format=jpg&name=small,https://twitter.com/SaffronDelhite/status/1699344983084659199,False,4,4,7,228
TopPost,#BharatvsIndia,https://twitter.com/search?q=#BharatvsIndia&src=typed_query&f=top,https://twitter.com/BPC_Bipartisan/status/1699829651416215593/,Bipartisan Policy Center,https://twitter.com/BPC_Bipartisan,,"Dive into the Digital Age of Lending!  The financial sector is embracing digitization, reshaping credit assessment for consumers & small businesses. Join us for a talk on the role of policy in navigating this transformation. Balancing potential & concerns is key.",https://pbs.twimg.com/media/F5cBXU6WgAAiJg1?format=jpg&name=small,https://twitter.com/BPC_Bipartisan/status/1699829651416215593/,True,2,2,8,83.2K
